[209, 182]
[210, 183]
[210, 184]
[210, 185]
[210, 186]
[210, 187]
[210, 188]
[210, 189]
[210, 190]
[210, 191]
[211, 192]
[211, 193]
[211, 194]
[211, 195]
[212, 195]
[213, 196]
[212, 195]
[211, 194]
[211, 193]
[211, 192]
[210, 191]
[210, 190]
[210, 189]
[210, 188]
[210, 187]
[210, 186]
[210, 185]
[210, 184]
