[164, 215][170, 209]
[170, 209][164, 215]
[167, 215][177, 205]
[180, 205][170, 215]
[173, 215][183, 205]
[186, 205][176, 215]
[179, 215][189, 205]
[192, 205][182, 215]
[185, 215][195, 205]
[198, 205][189, 214]
[192, 214][201, 205]
[204, 205][196, 213]
[199, 213][207, 205]
[210, 205][203, 212]
[206, 212][213, 205]
[216, 205][209, 212]
[212, 212][219, 205]
[222, 205][215, 212]
[219, 211][225, 205]
[228, 205][222, 211]
[225, 211][230, 206]
