[165, 173][158, 180]
[158, 183][168, 173]
[167, 177][160, 184]
[163, 184][170, 177]
[173, 177][165, 185]
[167, 186][175, 178]
[177, 178][169, 186]
[172, 186][181, 177]
[188, 173][174, 187]
[174, 190][191, 173]
[194, 173][174, 193]
[174, 196][196, 174]
[197, 176][177, 196]
[179, 197][197, 179]
[197, 182][182, 197]
[186, 196][188, 194]
[190, 192][192, 190]
